scrip_code,symbol,name,sector,industry,market_cap
25073,RAYMONDLSL,RAYMOND LIFESTYLE LIMITED,,,
2859,RAYMOND,RAYMOND LTD,,,
758551,RAYMONDREL,RAYMOND REALTY LIMITED,,,
18391,RBLBANK,RBL BANK LIMITED,,,
20874,RBZJEWEL,RBZ JEWELLERS LIMITED,,,
15355,RECLTD,REC LIMITED,,,
544755,RECODE,RECODE STUDIOS LIMITED,,,
14255,REDINGTON,REDINGTON LIMITED,,,
17859,REDTAPE,REDTAPE LIMITED,,,
17764,REFEX,REFEX INDUSTRIES LIMITED,,,
24225,RELAXO,RELAXO FOOT LTD.,,,
3172,GILT5YBEES,RELCAPAMC - NETFGILT5Y,,,
2912,RIIL,RELIANCE INDUSTRIAL INFRA,,,
2885,RELIANCE,RELIANCE INDUSTRIES LTD,,,
15068,RELIGARE,RELIGARE ENTER. LTD.,,,
3965,REMSONSIND,REMSONS INDUSTRIES LTD,,,
15129,RGL,RENAISSANCE GLOBAL LTD,,,
29598,REPCOHOME,REPCO HOME FINANCE LTD,,,
544463,REPONO,REPONO LIMITED,,,
13126,REPRO,REPRO INDIA LIMITED,,,
543805,RESGEN,RESGEN LIMITED,,,
524218,RESONANCE,RESONANCE SPECIALTIES LTD.,,,
20323,RESPONIND,RESPONSIVE INDUSTRIES LTD,,,
1494,RBA,RESTAURANT BRAND ASIA LTD,,,
31163,RHIM,RHI MAGNESITA INDIA LTD,,,
531952,RIBATEX,RIBA TEXTILES LTD.,,,
2909,RICOAUTO,RICO AUTO INDUSTRIES LTD,,,
517035,RIR,RIR POWER ELECTRONICS LIMITED,,,
18417,RISHABH,RISHABH INSTRUMENTS LTD,,,
8944,RITCO,RITCO LOGISTICS LIMITED,,,
3761,RITES,RITES LIMITED,,,
762346,RMC,RMC SWITCHGEARS LIMITED,,,
517286,RNITAI,RNIT AI SOLUTIONS LIMITED,,,
5279,ROLEXRINGS,ROLEX RINGS LIMITED,,,
19410,ROSSARI,ROSSARI BIOTECH LIMITED,,,
28913,ROSSELLIND,ROSSELL INDIA LIMITED,,,
27353,ROSSTECH,ROSSELL TECHSYS LIMITED,,,
9049,ROTO,ROTO PUMPS LIMITED,,,
128,ROUTE,ROUTE MOBILE LIMITED,,,
13182,ROHLTD,ROYAL ORCHID HOTELS LTD,,,
8119,RPSGVENT,RPSG VENTURES LIMITED,,,
24730,RUBFILA,RUBFILA INTERNATIONAL LTD,,,
759316,RUBICON,RUBICON RESEARCH LIMITED,,,
13821,RUCHIRA,RUCHIRA PAPERS LIMITED,,,
25724,RUPA,RUPA & COMPANY LTD,,,
544629,RAVEL,Ravelcare Limited,,,
544391,RETAGGIO,Retaggio Industries Limited,,,
20698,SCHAND,S CHAND AND COMPANY LTD,,,
11212,SHK,S H KELKAR AND CO. LTD.,,,
18252,SPAL,S. P. APPARELS LIMITED,,,
543799,SVJ,S. V. J. Enterprises Limited,,,
532604,SALSTEEL,S.A.L.STEEL LTD.,,,
759057,SAATVIKGL,SAATVIK GREEN ENERGY LTD,,,
13035,SAFARI,SAFARI IND (INDIA) LTD,,,
14068,SAGCEM,SAGAR CEMENTS LIMITED,,,
27839,SAILIFE,SAI LIFE SCIENCES LIMITED,,,
761675,SAIPARENT,SAI PARENTERALS LIMITED,,,
18755,KALAMANDIR,SAI SILKS (KALAMANDIR) L,,,
515043,SEKURITIND,SAINT-GOBAIN SEKURIT INDIA LTD,,,
9539,SAKAR,SAKAR HEALTHCARE LIMITED,,,
11794,SAKSOFT,SAKSOFT LIMITED,,,
11399,SALZERELEC,SALZER ELECTRONICS LTD,,,
757767,SAMBHV,SAMBHV STEEL TUBES LTD,,,
18614,SAMHI,SAMHI HOTELS LIMITED,,,
30125,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,,,
500371,SAMTELIN,SAMTEL INDIA LTD.,,,
4204,MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,,,
28805,SANATHAN,SANATHAN TEXTILES LIMITED,,,
2397,SANDHAR,SANDHAR TECHNOLOGIES LTD,,,
18359,SANDUMA,SANDUR MANG & IRON ORES L,,,
4184,SANGAMIND,SANGAM (INDIA) LTD,,,
14058,SANGHVIMOV,SANGHVI MOVERS LTD,,,
1442,SANOFI,SANOFI INDIA LIMITED,,,
5751,SANSERA,SANSERA ENGINEERING LTD,,,
24582,SANSTAR,SANSTAR LIMITED,,,
6718,SAPPHIRE,SAPPHIRE FOODS INDIA LTD,,,
24856,SSDL,SARASWATI SAREE DEPOT LTD,,,
17758,SARDAEN,SARDA ENERGY & MIN LTD,,,
4892,SAREGAMA,SAREGAMA INDIA LIMITED,,,
14043,SARLAPOLY,SARLA PERF. FIBERS LTD,,,
6843,SMLT,SARTHAK METALS LIMITED,,,
11983,SASKEN,SASKEN TECHNOLOGIES LTD,,,
11045,SATIA,SATIA INDUSTRIES LIMITED,,,
10453,SATIN,SATIN CREDIT NET LTD,,,
3018,SAURASHCEM,SAURASHTRA CEMENT LIMITED,,,
3021,SOTL,SAVITA OIL TECHNOLO. LTD,,,
18026,SBFC,SBFC FINANCE LIMITED,,,
17971,SBICARD,SBI CARDS & PAY SER LTD,,,
21808,SBILIFE,SBI LIFE INSURANCE CO LTD,,,
17272,SETFGOLD,SBI-ETF GOLD,,,
10176,SETFNIF50,SBI-ETF NIFTY 50,,,
7361,SETFNIFBK,SBI-ETF NIFTY BANK,,,
7353,SETFNN50,SBI-ETF NIFTY NEXT 50,,,
30290,SBIBPB,SBIAMC - SBIBPB,,,
722,SBIETFPB,SBIAMC - SBIETFPB,,,
758496,SBILIQETF,SBIAMC - SBILIQETF,,,
761095,SBIMIDMOM,SBIAMC - SBIMIDMOM,,,
24366,SBISILVER,SBIAMC - SBISILVER,,,
17395,SETF10GILT,SBIAMC - SETF10GILT,,,
1011,SCHAEFFLER,SCHAEFFLER INDIA LIMITED,,,
31234,SCHNEIDER,SCHNEIDER ELECTRIC INFRA,,,
757478,SCODATUBES,SCODA TUBES LIMITED,,,
2616,SEAMECLTD,SEAMEC LIMITED,,,
761153,SEDEMAC,SEDEMAC MECHATRONICS LTD,,,
17271,SENCO,SENCO GOLD LIMITED,,,
28888,SENORES,SENORES PHARMACEUTICALS L,,,
5507,SERVOTECH,SERVOTECH REN POW SYS LTD,,,
759934,STYL,SESHAASAI TECHNOLOGIES L,,,
3066,SESHAPAPER,SESHASAYEE PAPER & BOARDS,,,
758853,SGFIN,SG FINSERVE LIMITED,,,
758889,SGMART,SG MART LIMITED,,,
761469,SHADOWFAX,SHADOWFAX TECHNOLOGIES L,,,
11856,SHAHALLOYS,SHAH ALLOYS LIMITED,,,
8727,SHAILY,SHAILY ENG PLASTICS LTD,,,
25574,SHAKTIPUMP,SHAKTI PUMPS (I) LTD,,,
714,SHALBY,SHALBY LIMITED,,,
761688,SAHLIBHFI,SHALIBHADRA FINANCE LTD,,,
15342,SHALPAINTS,SHALIM PAINTS LTD,,,
760594,BUILDPRO,SHANKARA BUILDPRO LIMITED,,,
3078,SHANTIGEAR,SHANTHI GEARS LTD,,,
762889,SEIL,SHANTI EDU INITIATIVES L,,,
758002,SHANTIGOLD,SHANTI GOLD INTERNATION L,,,
762904,SHINDL,SHARAT INDUSTRIES LTD.,,,
4992,SHARDACROP,SHARDA CROPCHEM LTD.,,,
10530,SHARDAMOTR,SHARDA MOTOR INDS LTD,,,
104,SHAREINDIA,SHARE IND. SECURITIES LTD,,,
544506,SHARVAYA,SHARVAYA METALS LIMITED,,,
19184,SFL,SHEELA FOAM LIMITED,,,
759847,SHILCTECH,SHILCHAR TECHNOLOGIES LTD,,,
17752,SHILPAMED,SHILPA MEDICARE LTD,,,
544607,SHTL,SHINING TOOLS LIMITED,,,
3048,SCI,SHIPPING CORP OF INDIA LT,,,
804,SHIVATEX,SHIVA TEXYARN LIMITED,,,
4656,SBCL,SHIVALIK BIMETAL CON. LTD,,,
11813,SHOPERSTOP,SHOPPERS STOP LIMITED,,,
531771,SHRADDHA,SHRADDHA PRIME PROJECTS LTD,,,
10588,SHREEPUSHK,SHRE PUSH CHEM & FERT LTD,,,
3103,SHREECEM,SHREE CEMENT LIMITED,,,
3099,SHREDIGCEM,SHREE DIGVIJAY CEM CO LTD,,,
527005,SHREEPAC,SHREE PACETRONIX LTD.,,,
544458,SHREEREF,SHREE REFRIGERATIONS LIMITED,,,
759448,SHREEJISPG,SHREEJI SHIPPING GLOBAL L,,,
523309,SHRIGANG,SHRI GANG INDUSTRIES AND ALLIE,,,
759093,SHRINGARMS,SHRINGAR HOU OF MANGALS L,,,
4306,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,,,
17186,SHRIPISTON,SHRIRAM PIST. & RING LTD,,,
7200,SHRIRAMPPS,SHRIRAM PROPERTIES LTD,,,
4693,SHYAMMETL,SHYAM METALICS AND ENGY L,,,
16875,SICAGEN,SICAGEN INDIA LIMITED,,,
756871,ENRIN,SIEMENS ENERGY INDIA LTD,,,
3150,SIEMENS,SIEMENS LTD,,,
532408,SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,,,
18743,SIGNATURE,SIGNATUREGLOBAL INDIA LTD,,,
22656,SIGNPOST,SIGNPOST INDIA LIMITED,,,
762914,SIKA,SIKA INTERPLANT SYSTEMS L,,,
2492,SILGO,SILGO RETAIL LIMITED,,,
543615,SRSOLTD,SILICON RENTAL SOLUTIONS LIMIT,,,
9422,SILVERTUC,SILVER TOUCH TECHNO LTD,,,
513472,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,,,
3162,SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,,,
23480,SINCLAIR,SINCLAIRS HOTELS LIMITED,,,
761420,SINGERIND,SINGER INDIA LIMITED,,,
11050,SIRCA,SIRCA PAINT INDIA LIMITED,,,
21501,SIS,SIS LIMITED,,,
14096,SIYSIL,SIYARAM SILK MILLS LTD,,,
6643,SJS,SJS ENTERPRISES LIMITED,,,
18883,SJVN,SJVN LTD,,,
544584,SKM,SK Minerals & Additives Limite,,,
760101,SKFINDUS,SKF IND (INDUSTRIAL) LTD,,,
3186,SKFINDIA,SKF INDIA LTD,,,
9428,SKIPPER,SKIPPER LIMITED,,,
4732,SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,,,
13631,SKYGOLD,SKY GOLD AND DIAMONDS LTD,,,
757965,SMARTWORKS,SMARTWORKS COWORKING SP L,,,
2320,SMCGLOBAL,SMC GLOBAL SECURITIES LTD,,,
3387,SMLMAH,SML MAHINDRA LIMITED,,,
544774,SMR,SMR Jewels Limited,,,
14329,SMSPHARMA,SMS PHARMACEUTICALS LTD.,,,
13826,SOBHA,SOBHA LIMITED,,,
13332,SOLARINDS,SOLAR INDUSTRIES (I) LTD,,,
3672,SOLARA,SOLARA ACTIVE PHA SCI LTD,,,
544354,SOLARIUM,SOLARIUM GREEN ENERGY LIMITED,,,
759929,SOLARWORLD,SOLARWORLD ENERGY SOL LTD,,,
759397,SOLEX,SOLEX ENERGY LIMITED,,,
1338,SDBL,SOM DIST & BREW LTD,,,
4201,SOMATEX,SOMA TEXTILES & INDUST LT,,,
3880,SOMANYCERA,SOMANY CERAMICS LIMITED,,,
17794,SOMICONVEY,SOMI CONVEYOR BELT. LTD.,,,
4684,SONACOMS,SONA BLW PRECISION FRGS L,,,
8806,SONAMLTD,SONAM LIMITED,,,
6596,SONATSOFTW,SONATA SOFTWARE LTD,,,
9678,SOUTHWEST,SOUTH WEST PINNACLE LTD,,,
11435,SPANDANA,SPANDANA SPHOORTY FIN LTD,,,
27107,SPECIALITY,SPECIALITY REST LTD,,,
517166,SPELS,SPEL SEMICONDUCTOR LTD.,,,
3252,SPIC,SPIC LTD,,,
526827,SPICEISLIN,SPICE ISLANDS INDUSTRIES LIMIT,,,
3321,SPMLINFRA,SPML INFRA LIMITED,,,
10733,SPORTKING,SPORTKING INDIA LIMITED,,,
31837,SREEL,SREELEATHERS LIMITED,,,
3273,SRF,SRF LTD,,,
758145,LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,,,
521178,SRMCL,SRI RAMAKRISHNA MILLS (COIMBAT,,,
544399,SRIGEE,SRIGEE DLM LIMITED,,,
23402,SRM,SRM CONTRACTORS LIMITED,,,
29204,STALLION,STALLION IND FLUOROCHEM L,,,
29075,SETL,STANDARD ENGNG TCNLGY LTD,,,
24226,STANLEY,STANLEY LIFESTYLES LTD,,,
21091,STARCEMENT,STAR CEMENT LIMITED,,,
7083,STARHEALTH,STAR HEALTH & AL INS CO L,,,
544482,STARIMAGIN,STAR IMAGING AND PATH LAB LIMI,,,
3045,SBIN,STATE BANK OF INDIA,,,
2963,SAIL,STEEL AUTHORITY OF INDIA,,,
11829,SSWL,STEEL STRIPS WHEELS LTD.,,,
6803,STEELCAS,STEELCAST LIMITED,,,
21484,STEL,STEL HOLDINGS LIMITED,,,
4299,STERTOOLS,STERLING TOOLS LIMITED,,,
532374,STLTECH,STERLITE TECHNOLOGIES LTD.,,,
2107,STOVEKRAFT,STOVE KRAFT LIMITED,,,
7374,STAR,STRIDES PHARMA SCI LTD,,,
12489,SWSOLAR,STRLNG & WIL REN ENE LTD,,,
759587,STUDDS,STUDDS ACCESSORIES LTD,,,
5186,STYLAMIND,STYLAM INDUSTRIES LIMITED,,,
19,STYRENIX,STYRENIX PERFORMANCE LTD,,,
544267,SUBAM,SUBAM PAPERS LIMITED,,,
3324,SUBROS,SUBROS LIMITED,,,
3327,SUDARSCHEM,SUDARSHAN CHEMICAL INDS L,,,
760039,SUDEEPPHRM,SUDEEP PHARMA LIMITED,,,
544501,SUGSLLOYD,SUGS LLOYD LIMITED,,,
11804,SUKHJITS,SUKHJIT STARCH & CHEM LTD,,,
13218,SULA,SULA VINEYARDS LIMITED,,,
17105,SUMICHEM,SUMITOMO CHEM INDIA LTD,,,
14788,SPARC,SUN PHARMA ADV.RES.CO.LTD,,,
3351,SUNPHARMA,SUN PHARMACEUTICAL IND L,,,
13404,SUNTV,SUN TV NETWORK LIMITED,,,
3339,SUNDARMFIN,SUNDARAM FINANCE LTD,,,
3345,SUNDRMFAST,SUNDRAM FASTENERS LTD,,,
3348,SUNFLAG,SUNFLAG IRON AND STEEL CO,,,
17641,SUNTECK,SUNTECK REALTY LIMITED,,,
20616,SUPERHOUSE,SUPERHOUSE LIMITED,,,
11689,SUPRAJIT,SUPRAJIT ENGINEERING LTD,,,
3363,SUPREMEIND,SUPREME INDUSTRIES LTD,,,
15002,SUPREMEINF,SUPREME INFRA. LTD.,,,
9617,SPLPETRO,SUPREME PETROCHEM LIMITED,,,
7390,SUPRIYA,SUPRIYA LIFESCIENCE LTD,,,
20822,SURAJEST,SURAJ ESTATE DEVELOPERS L,,,
27334,SURAKSHA,SURAKSHA DIAGNOSTIC LTD,,,
3375,SURYAROSNI,SURYA ROSHNI LTD,,,
11852,SURYALAXMI,SURYALAKSHMI COT MIL LTD,,,
2970,SURYODAY,SURYODAY SMALL FIN BK LTD,,,
11233,SUVEN,SUVEN LIFE SCIENCES LTD,,,
24851,SUYOG,SUYOG TELEMATICS LIMITED,,,
12018,SUZLON,SUZLON ENERGY LIMITED,,,
27095,SWANCORP,SWAN CORP LIMITED,,,
3384,SWARAJENG,SWARAJ ENGINES LTD,,,
27066,SWIGGY,SWIGGY LIMITED,,,
24190,SYMPHONY,SYMPHONY LIMITED,,,
10243,SYNGENE,SYNGENE INTERNATIONAL LTD,,,
10793,SYRMA,SYRMA SGS TECHNOLOGY LTD,,,
544250,SANOFICONR,Sanofi Consumer Healthcare Ind,,,
540425,SHANKARA,Shankara Building Products Lim,,,
539148,SHIVALIK,Shivalik Rasayan Ltd.,,,
543373,SVRL,Shri Venkatesh Refineries Limi,,,
544793,SUSAN,Susan Electricals India Limite,,,
544452,SWASTIKAAL,Swastika Castal Limited,,,
9354,TAJGVK,TAJ GVK HOTELS & RESORTS,,,
13648,TALBROAUTO,TALBROS AUTO. COMP. LTD,,,
762934,TAMBOLIIN,TAMBOLI INDUSTRIES LTD.,,,
10945,TMB,TAMILNAD MERCA BANK LTD,,,
3980,TNPL,TAMILNADU NEWSPRT & PAPER,,,
3509,TNPETRO,TAMILNADU PETROPRODUCTS L,,,
522229,TANAA,TANEJA AEROSPACE & AVIATION LT,,,
506854,TANFACIND,TANFAC INDUSTRIES LTD.,,,
13976,TANLA,TANLA PLATFORMS LIMITED,,,
23512,TARACHAND,TARA CHAND INFRA SOLN LTD,,,
1581,TARC,TARC LIMITED,,,
14771,TARMAT,TARMAT LIMITED,,,
6943,TARSONS,TARSONS PRODUCTS LIMITED,,,
759265,TATACAP,TATA CAPITAL LIMITED,,,
3405,TATACHEM,TATA CHEMICALS LTD,,,
3721,TATACOMM,TATA COMMUNICATIONS LTD,,,
11536,TCS,TATA CONSULTANCY SERV LT,,,
3432,TATACONSUM,TATA CONSUMER PRODUCT LTD,,,
3411,TATAELXSI,TATA ELXSI LIMITED,,,
1621,TATAINVEST,TATA INVESTMENT CORP LTD,,,
759782,TMCV,TATA MOTORS LIMITED,,,
3456,TMPV,TATA MOTORS PASS VEH LTD,,,
3426,TATAPOWER,TATA POWER CO LTD,,,
3499,TATASTEEL,TATA STEEL LIMITED,,,
20293,TATATECH,TATA TECHNOLOGIES LIMITED,,,
8882,TNIDETF,TATAAML - TNIDETF,,,
5162,TATVA,TATVA CHIN PHARM CHEM LTD,,,
23740,TBOTEK,TBO TEK LIMITED,,,
19223,TCIEXP,TCI EXPRESS LIMITED,,,
184,TCPLPACK,TCPL PACKAGING LIMITED,,,
25178,TDPOWERSYS,TD POWER SYSTEMS LTD.,,,
12716,TEAMLEASE,TEAMLEASE SERVICES LTD.,,,
13538,TECHM,TECH MAHINDRA LIMITED,,,
6445,TECHNOE,TECHNO ELEC & ENG CO. LTD,,,
14223,TIIL,TECHNOCRAFT IND LTD,,,
7105,TEGA,TEGA INDUSTRIES LIMITED,,,
21131,TEJASNET,TEJAS NETWORKS LIMITED,,,
544544,TELGE,TELGE PROJECTS LIMITED,,,
3275,TEMBO,TEMBO GLOBAL IND LTD,,,
759880,TENNIND,TENNECO CLEAN AIR INDIA L,,,
526638,TEXELIN,TEXEL INDUSTRIES LTD.,,,
11549,TEXINFRA,TEXMACO INFRA & HOLDG LTD,,,
21828,TEXRAIL,TEXMACO RAIL & ENG. LTD.,,,
544175,TGIF,TGIF AGRIBUSINESS LIMITED,,,
507753,TGVSL,TGV SRAAC Limited,,,
18118,THANGAMAYL,THANGAMAYIL JEWELLERY LTD,,,
9014,ANUP,THE ANUP ENGINEERING LTD,,,
13776,GESHIP,THE GE SHPG.LTD,,,
1515,INDIACEM,THE INDIA CEMENTS LIMITED,,,
1512,INDHOTEL,THE INDIAN HOTELS CO. LTD,,,
399,NIACL,THE NEW INDIA ASSU CO LTD,,,
14552,PHOENIXLTD,THE PHOENIX MILLS LTD,,,
2043,RAMCOCEM,THE RAMCO CEMENTS LIMITED,,,
10948,STCINDIA,THE STATE TRADING CORPN,,,
14485,THEMISMED,THEMIS MEDICARE LTD.,,,
3475,THERMAX,THERMAX LTD,,,
3496,TIRUMALCHM,THIRUMALAI CHEMICALS LTD,,,
3481,THOMASCOOK,THOMAS COOK (INDIA) LTD,,,
31017,THOMASCOTT,THOMAS SCOTT (INDIA) LTD,,,
17032,THYROCARE,THYROCARE TECH LTD,,,
3484,TIL,TIL LTD,,,
19196,TI,TILAKNAGAR INDUSTRIES LTD,,,
14707,TIMETECHNO,TIME TECHNOPLAST LTD.,,,
762954,TIMEX,TIMEX GROUP INDIA LTD.,,,
14198,TIMKEN,TIMKEN INDIA LTD.,,,
756020,TINNARUBR,TINNA RUBBER AND INFR LTD,,,
9117,TIPSMUSIC,TIPS MUSIC LIMITED,,,
15414,TITAGARH,TITAGARH RAIL SYSTEMS LTD,,,
524717,TITANBIO,TITAN BIOTECH LTD.,,,
3506,TITAN,TITAN COMPANY LIMITED,,,
25262,TOLINS,TOLINS TYRES LIMITED,,,
3518,TORNTPHARM,TORRENT PHARMACEUTICALS L,,,
13786,TORNTPOWER,TORRENT POWER LTD,,,
22423,TOTAL,TOTAL TRANSPORT SYS LTD,,,
3466,TFCILTD,TOURISM FINANCE CORP. OF,,,
9219,TPLPLASTEH,TPL PLASTECH LIMITED,,,
15174,TARIL,TRANS & RECTI. LTD,,,
10580,TCI,TRANSPORT CORPN OF INDIA,,,
28714,TRANSRAILL,TRANSRAIL LIGHTING LTD,,,
757545,TRAVELFOOD,TRAVEL FOOD SERVICES LTD,,,
7518,TREJHARA,TREJHARA SOLUTIONS LTD,,,
1964,TRENT,TRENT LTD,,,
17987,TRF,TRF LIMITED,,,
27037,TBZ,TRIB BHIMJI ZAVERI LTD,,,
5428,TRIGYN,TRIGYN TECHNOLOGIES LTD,,,
13081,TRIVENI,TRIVENI ENGG. & INDS. LTD,,,
25584,TRITURBINE,TRIVENI TURBINE LIMITED,,,
759210,TRUALT,TRUALT BIOENERGY LIMITED,,,
544531,TRUECOLORS,TRUE COLORS LIMITED,,,
533407,TRUEGREEN,TRUE GREEN BIO ENERGY LIMITED,,,
2183,TSFINV,TSF INVESTMENTS LIMITED,,,
3546,TTKPRESTIG,TTK PRESTIGE LTD,,,
312,TIINDIA,TUBE INVEST OF INDIA LTD,,,
11275,TVTODAY,TV TODAY NETWORK LTD,,,
11265,TVSELECT,TVS ELECTRONICS LTD,,,
8479,TVSMOTOR,TVS MOTOR COMPANY  LTD,,,
18151,TVSSCS,TVS SUPPLY CHAIN SOL L,,,
541228,TRL,Taylormade Renewables Limited,,,
544740,TIPCO,Tipco Engineering India Limite,,,
543616,TLL,Trident Lifeline Limited,,,
532056,TRUSTEDGE,Trustedge Capital Limited,,,
3570,UCAL,UCAL LIMITED,,,
1053,UFLEX,UFLEX LIMITED,,,
9039,UFO,UFO MOVIEZ INDIA LTD.,,,
5313,UGROCAP,UGRO CAPITAL LIMITED,,,
544779,UHMVL,UHM Vacation Limited,,,
15228,UJJIVANSFB,UJJIVAN SMALL FINANC BANK,,,
762961,ULTRAMAR,ULTRAMARINE & PIGMENTS L,,,
11532,ULTRACEMCO,ULTRATECH CEMENT LIMITED,,,
8998,UMIYA-MRO,UMIYA BUILDCON LIMITED,,,
3579,UNICHEMLAB,UNICHEM LABORATORIES LTD,,,
24809,UNIECOM,UNICOMMERCE ESOLUTIONS L,,,
544406,UNIFIED,UNIFIED DATA TECH SOLUTIONS LI,,,
28960,UNIMECH,UNIMECH AEROSPACE N MFG L,,,
10753,UNIONBANK,UNION BANK OF INDIA,,,
13057,UNIPARTS,UNIPARTS INDIA LIMITED,,,
16713,UBL,UNITED BREWERIES LTD,,,
3127,UFBL,UNITED FOODBRANDS LIMITED,,,
10447,UNITDSPR,UNITED SPIRITS LIMITED,,,
18977,UNIVASTU,UNIVASTU INDIA LIMITED,,,
3607,UNIVCABLES,UNIVERSAL CABLES LTD,,,
14154,UNOMINDA,UNO MINDA LIMITED,,,
19113,UDS,UPDATER SERVICES LIMITED,,,
11287,UPL,UPL LIMITED,,,
17071,URAVIDEF,URAVI DEFENCE &TECH LTD,,,
759084,URBANCO,URBAN COMPANY LIMITED,,,
8840,USHAMART,USHA MARTIN LTD.,,,
527,UTIAMC,UTI ASSET MNGMT CO LTD,,,
22440,BANKBETA,UTIAMC-BANKBETA,,,
21478,NEXT50BETA,UTIAMC-NEXT50BETA,,,
10511,NIFTYBETA,UTIAMC-NIFTYBETA,,,
15085,SILVERBETA,UTIAMC-SILVERBETA,,,
14535,GOLDBETA,UTIAMC-UTIGOLDBETA,,,
13376,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,,,
531652,UVS,UVS HOSPITALITY AND SERVICES L,,,
544464,UML,Umiya Mobile Limited,,,
15362,VGUARD,V-GUARD IND LTD.,,,
14766,V2RETAIL,V2 RETAIL LIMITED,,,
20188,WABAG,VA TECH WABAG LTD,,,
11364,VAIBHAVGBL,VAIBHAV GLOBAL LIMITED,,,
526775,VALIANT,VALIANT COMMUNICATIONS LTD.,,,
533160,DBREALTY,VALOR ESTATE LIMITED,,,
27067,VSSL,VARDHMAN SPC STEEL LTD,,,
2073,VTL,VARDHMAN TEXTILES LIMITED,,,
3857,VARROC,VARROC ENGINEERING LTD.,,,
18921,VBL,VARUN BEVERAGES LIMITED,,,
13771,VGL,VARVEE GLOBAL LIMITED,,,
544508,VASHISHTHA,VASHISHTHA LUXURY FASHION LIMI,,,
25340,VASWANI,VASWANI IND LTD,,,
8167,MANYAVAR,VEDANT FASHIONS LIMITED,,,
3063,VEDL,VEDANTA LIMITED,,,
14019,VEEDOL,VEEDOL CORPORATION LTD,,,
543931,VEEFIN,VEEFIN SOLUTIONS LIMITED,,,
3757,VENKEYS,VENKY S (INDIA) LIMITED,,,
28847,VENTIVE,VENTIVE HOSPITALITY LTD,,,
9592,VENUSPIPES,VENUS PIPES & TUBES LTD,,,
8890,VERANDA,VERANDA LEARNING SOL LTD,,,
3676,VESUVIUS,VESUVIUS INDIA LTD,,,
760224,VIDYAWIRES,VIDYA WIRES LIMITED,,,
5585,VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,,,
530477,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,,,
758973,VIKRAN,VIKRAN ENGINEERING LTD,,,
13101,VIMTALABS,VIMTA LABS LIMITED,,,
17364,VINATIORGA,VINATI ORGANICS LTD,,,
3694,VINDHYATEL,VINDHYA TELELINKS LTD,,,
25835,VINCOFE,VINTAGE COFFEE N BVRGS L,,,
16821,VINYLINDIA,VINYL CHEMICALS (I) LTD.,,,
3703,VIPIND,VIP INDUSTRIES LTD,,,
4221,VISAKAIND,VISAKA INDUSTRIES LIMITED,,,
27969,VMM,VISHAL MEGA MART LIMITED,,,
6908,VISHNU,VISHNU CHEMICALS LIMITED,,,
14296,VIYASH,VIYASH SCIENTIFIC LIMITED,,,
3715,VLSFINANCE,VLS FINANCE LTD,,,
29284,VMART,VMART RETAIL LTD,,,
13577,VOLTAMP,VOLTAMP TRANSFORMERS LTD,,,
3718,VOLTAS,VOLTAS LTD,,,
24321,VRAJ,VRAJ IRON AND STEEL LTD,,,
8696,VRLLOG,VRL LOGISTICS LIMITED,,,
3724,VSTIND,VST INDUSTRIES LTD,,,
532893,VTMLTD,VTM LTD.,,,
544219,VVIPIL,VVIP Infratech Limited,,,
544778,VAHH,Vahh Chemicals Limited,,,
542910,VALENCIA,Valencia Nutrition Limited,,,
544780,VAML,Vedanta Aluminium Metal Limite,,,
544765,VPAL,Vegorama Punjabi Angithi Limit,,,
531717,VIDHIING,Vidhi Specialty Food Ingredien,,,
544488,VIKRAMSOLR,Vikram Solar Limited,,,
543597,VOEPL,Virtuoso Optoelectronics Limit,,,
544002,VIVAA,Vivaa Tradecom Limited,,,
762978,WPIL,W P I L LTD.,,,
14828,WSI,W.S.INDUSTRIES (I) LTD.,,,
25907,WAAREEENER,WAAREE ENERGIES LIMITED,,,
756038,WAAREERTL,WAAREE RENEWABLE TECH LTD,,,
539337,WAAREE,WAAREE TECHNOLOGIES LIMITED,,,
760259,WAKEFIT,WAKEFIT INNOVATIONS LTD,,,
3736,WALCHANNAG,WALCHANDNAGAR INDUSTRIES,,,
14063,WANBURY,WANBURY LIMITED,,,
14602,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD,,,
11821,WELCORP,WELSPUN CORP LIMITED,,,
11626,WELENT,WELSPUN ENTERPRISES LTD.,,,
11253,WELSPUNLIV,WELSPUN LIVING LIMITED,,,
762971,WELSPLSOL,WELSPUN SPECIALTY SOL L,,,
3799,WSTCSTPAPR,WEST COAST PAPER MILLS LT,,,
25403,WCIL,WESTERN CARRIERS (IND) L,,,
11580,WESTLIFE,WESTLIFE FOODWORLD LTD,,,
759434,WEWORK,WEWORK INDIA MANAGEMENT L,,,
